   1.0533942e+00  -1.5223241e+00  -1.3893185e+00   1.9777892e+00  -8.9158913e-01   1.6861446e+00   8.8894989e-02   1.8114822e-01   1.1195924e+00
   1.7430697e+00  -1.5261486e+00  -1.3939736e+00   1.9777892e+00  -8.9158913e-01   1.6861446e+00   8.8894989e-02   1.8114822e-01   1.1195924e+00
  -7.3181706e-01  -7.4897385e-01  -5.8107832e-01   1.6788599e+00  -1.6345570e+00   1.6343079e+00   2.7857698e-01   8.9168961e-01   2.6308151e+00
  -8.4543260e-01  -3.2581280e-01  -4.6712646e-02   9.5997838e-02  -3.7130153e-01   1.8250065e-01   4.6517798e-01   1.6951623e-01   1.7199173e-01
  -1.3070699e+00  -1.2038879e+00  -1.2337609e+00  -1.2235331e+00   2.7683223e-01  -1.7216004e+00  -6.3018194e-01  -2.8415390e-01  -1.1392137e+00
  -2.8471642e-01  -1.3238845e-01  -2.5425213e-01  -1.3893384e+00   1.1906296e+00  -1.4378520e+00  -1.1504679e+00  -9.9663021e-01  -1.3166193e+00
  -6.9908898e-01  -6.7348839e-01  -5.6168211e-01  -3.6816170e-01   1.5824512e-01  -1.7862533e-03   2.1534965e-01   1.1018633e-01  -2.5867274e-01
  -1.4370794e+00  -1.2298672e+00  -1.2027269e+00  -1.1620933e+00   4.4287533e-02  -1.3351125e+00  -6.3446854e-01  -2.2171914e-01  -9.5843720e-01
  -1.0074069e+00  -6.9730248e-01  -7.0327446e-01  -2.9227462e-01  -2.3989419e-01   2.4064167e-03  -1.0127609e+00  -1.0180268e+00  -1.0079978e+00
  -3.6641101e-01  -3.8647326e-01  -5.5780286e-01  -8.0475069e-01   2.7505164e-01  -9.2693700e-01  -2.1719495e-01   1.8402810e-01   7.9704556e-01
  -1.2751003e+00  -1.2021752e+00  -1.1261119e+00   6.8465605e-01  -3.5313954e-01   1.1931247e+00  -7.2435315e-01  -1.0923185e+00  -9.0321298e-01
   1.2041779e-01  -3.3626020e-03  -1.0102204e-01  -4.6308485e-01   5.4356420e-01  -2.8435315e-01  -5.4471788e-01  -9.5547951e-01  -7.2567622e-01
   1.2058797e-01   6.6207157e-01   7.2428683e-01  -5.6904302e-01   6.3992958e-01  -5.0599293e-01  -2.6274006e-01  -3.7957223e-01  -1.0369602e+00
   5.5841297e-01   3.1172595e-01   1.4627967e-01  -6.1827883e-01   4.0004887e-01  -1.6549096e-01  -2.4036937e-01  -4.0281371e-01  -8.0121469e-01
  -1.1941026e+00  -1.1418047e+00  -1.1125346e+00  -7.1052080e-02  -7.2875108e-02  -1.3938206e-01  -1.4365299e-01   1.0332413e-01  -5.3421412e-01
   7.4525462e-01   7.6849119e-01   7.6792831e-01   1.0822829e-01  -2.8262829e-01   5.5278964e-01  -1.7868110e-02  -1.0693920e+00  -2.8677630e-01
  -4.1383057e-02   6.3858493e-02  -9.8112611e-02  -1.3144652e+00   5.7062913e-01  -1.1452226e+00  -9.5529366e-01  -9.7197129e-01  -1.1065893e+00
  -8.7165646e-03   1.8637456e-01   8.7121225e-02  -1.4602860e+00   9.6983679e-01  -1.5988695e+00  -5.2382071e-01  -4.4776674e-01  -2.6060516e-01
   2.9290345e-02  -4.8567110e-01  -6.2471980e-01  -1.3804153e-01   9.1188201e-02  -5.2062916e-01  -2.0420120e-01  -3.7356499e-01   6.9835726e-04
   9.7645737e-01   9.5952523e-01   7.8247547e-01  -7.3871835e-01   2.6981816e+00  -7.5574266e-01  -9.7002884e-01  -9.2929065e-01  -1.3223044e+00
  -8.7740540e-01  -5.8460194e-01  -5.8107832e-01  -6.3163284e-01  -2.1710268e-01  -3.8888404e-01  -3.8437230e-01   1.4607226e-01   4.2093970e-01
