1.0,1.0,15.0,1.0,1.0
11.0,11.0,19.0,11.0,11.0
19.0,15.0,20.0,15.0,15.0
21.0,19.0,21.0,20.0,19.0
26.0,20.0,30.0,26.0,20.0
31.0,21.0,31.0,30.0,21.0
33.0,26.0,33.0,31.0,26.0
43.0,30.0,37.0,33.0,30.0
50.0,31.0,43.0,37.0,37.0
56.0,33.0,45.0,43.0,45.0
63.0,37.0,50.0,45.0,56.0
65.0,43.0,56.0,50.0,59.0
66.0,45.0,59.0,56.0,63.0
70.0,50.0,65.0,59.0,65.0
74.0,59.0,66.0,63.0,70.0
75.0,63.0,70.0,66.0,74.0
78.0,65.0,75.0,70.0,75.0
80.0,66.0,78.0,74.0,78.0
87.0,74.0,80.0,80.0,85.0
99.0,75.0,85.0,85.0,86.0
100.0,78.0,86.0,86.0,87.0
101.0,80.0,87.0,87.0,92.0
108.0,85.0,92.0,92.0,93.0
109.0,86.0,93.0,93.0,99.0
113.0,92.0,100.0,99.0,100.0
114.0,93.0,101.0,108.0,101.0
117.0,99.0,108.0,109.0,108.0
118.0,100.0,109.0,115.0,113.0
125.0,101.0,113.0,117.0,114.0
126.0,109.0,114.0,118.0,115.0
149.0,113.0,115.0,121.0,117.0
153.0,114.0,118.0,123.0,118.0
154.0,115.0,121.0,153.0,121.0
166.0,117.0,123.0,154.0,123.0
170.0,121.0,125.0,155.0,125.0
171.0,123.0,126.0,158.0,126.0
172.0,125.0,149.0,170.0,149.0
182.0,126.0,153.0,171.0,153.0
183.0,149.0,154.0,172.0,154.0
192.0,155.0,155.0,180.0,155.0
195.0,158.0,158.0,188.0,158.0
196.0,166.0,166.0,192.0,166.0
197.0,171.0,170.0,196.0,170.0
200.0,180.0,171.0,200.0,172.0
212.0,182.0,172.0,212.0,180.0
217.0,183.0,180.0,217.0,182.0
219.0,188.0,182.0,219.0,183.0
221.0,192.0,183.0,221.0,188.0
222.0,195.0,188.0,222.0,192.0
224.0,197.0,195.0,224.0,195.0
226.0,200.0,196.0,234.0,196.0
238.0,212.0,197.0,238.0,197.0
246.0,219.0,200.0,246.0,217.0
251.0,221.0,212.0,251.0,219.0
255.0,222.0,217.0,258.0,221.0
258.0,224.0,224.0,259.0,222.0
259.0,226.0,226.0,260.0,226.0
260.0,234.0,234.0,265.0,234.0
265.0,238.0,238.0,277.0,251.0
277.0,246.0,246.0,287.0,255.0
287.0,255.0,251.0,288.0,258.0
288.0,258.0,255.0,289.0,265.0
289.0,259.0,259.0,291.0,288.0
291.0,260.0,260.0,292.0,289.0
293.0,265.0,277.0,293.0,291.0
298.0,277.0,287.0,298.0,292.0
308.0,287.0,288.0,307.0,293.0
323.0,291.0,289.0,308.0,298.0
329.0,292.0,292.0,328.0,307.0
331.0,293.0,298.0,329.0,323.0
333.0,307.0,307.0,331.0,328.0
335.0,308.0,308.0,335.0,331.0
336.0,323.0,323.0,336.0,333.0
337.0,328.0,328.0,337.0,337.0
339.0,329.0,329.0,339.0,341.0
341.0,331.0,333.0,341.0,344.0
344.0,333.0,335.0,344.0,346.0
346.0,335.0,336.0,346.0,347.0
347.0,336.0,337.0,347.0,351.0
356.0,339.0,339.0,351.0,356.0
357.0,341.0,344.0,356.0,357.0
363.0,347.0,346.0,357.0,363.0
364.0,351.0,351.0,363.0,366.0
372.0,356.0,357.0,364.0,372.0
375.0,364.0,363.0,366.0,375.0
379.0,366.0,364.0,372.0,379.0
384.0,372.0,366.0,375.0,384.0
385.0,379.0,375.0,384.0,385.0
390.0,384.0,379.0,385.0,390.0
391.0,385.0,390.0,390.0,391.0
401.0,391.0,409.0,391.0,401.0
407.0,401.0,417.0,401.0,407.0
409.0,407.0,418.0,407.0,412.0
412.0,409.0,419.0,409.0,417.0
417.0,412.0,422.0,412.0,418.0
418.0,419.0,428.0,417.0,419.0
419.0,420.0,430.0,418.0,420.0
420.0,422.0,431.0,420.0,422.0
422.0,428.0,432.0,430.0,428.0
428.0,430.0,434.0,431.0,430.0
431.0,431.0,437.0,432.0,432.0
434.0,432.0,438.0,437.0,434.0
437.0,434.0,439.0,438.0,437.0
438.0,440.0,440.0,439.0,438.0
439.0,441.0,441.0,441.0,439.0
440.0,442.0,442.0,442.0,440.0
441.0,443.0,443.0,447.0,442.0
443.0,447.0,448.0,448.0,443.0
447.0,450.0,449.0,449.0,447.0
448.0,451.0,450.0,450.0,448.0
449.0,452.0,451.0,451.0,449.0
450.0,453.0,452.0,452.0,453.0
451.0,454.0,454.0,453.0,454.0
452.0,457.0,455.0,454.0,455.0
453.0,459.0,457.0,455.0,457.0
455.0,462.0,459.0,457.0,459.0
459.0,465.0,462.0,464.0,462.0
462.0,475.0,464.0,465.0,464.0
464.0,476.0,465.0,467.0,467.0
465.0,480.0,467.0,469.0,469.0
467.0,492.0,469.0,470.0,470.0
469.0,493.0,470.0,475.0,475.0
470.0,496.0,475.0,478.0,476.0
476.0,497.0,476.0,492.0,478.0
478.0,498.0,478.0,493.0,480.0
480.0,499.0,480.0,495.0,492.0
495.0,500.0,492.0,496.0,493.0
496.0,501.0,493.0,497.0,495.0
498.0,502.0,495.0,498.0,497.0
500.0,503.0,496.0,499.0,499.0
501.0,505.0,497.0,501.0,500.0
502.0,506.0,498.0,503.0,502.0
503.0,508.0,499.0,506.0,505.0
505.0,509.0,500.0,508.0,506.0
506.0,511.0,501.0,509.0,509.0
508.0,512.0,502.0,511.0,511.0
513.0,513.0,503.0,512.0,512.0
514.0,514.0,505.0,513.0,514.0
515.0,516.0,508.0,514.0,515.0
517.0,517.0,509.0,515.0,516.0
520.0,520.0,511.0,516.0,520.0
521.0,521.0,512.0,517.0,521.0
522.0,522.0,513.0,520.0,523.0
523.0,523.0,515.0,522.0,524.0
524.0,524.0,516.0,525.0,525.0
525.0,527.0,517.0,526.0,526.0
526.0,528.0,521.0,527.0,528.0
527.0,529.0,522.0,528.0,529.0
528.0,530.0,523.0,529.0,531.0
529.0,531.0,524.0,530.0,532.0
530.0,533.0,525.0,531.0,533.0
531.0,534.0,526.0,532.0,535.0
532.0,535.0,527.0,533.0,536.0
533.0,536.0,530.0,534.0,537.0
534.0,537.0,532.0,535.0,538.0
535.0,538.0,534.0,536.0,539.0
536.0,539.0,537.0,537.0,540.0
539.0,540.0,538.0,538.0,541.0
548.0,541.0,540.0,539.0,546.0
550.0,546.0,541.0,540.0,548.0
552.0,548.0,546.0,541.0,550.0
553.0,550.0,551.0,546.0,551.0
554.0,551.0,552.0,548.0,552.0
555.0,553.0,553.0,550.0,553.0
556.0,554.0,554.0,551.0,554.0
557.0,556.0,555.0,552.0,555.0
558.0,557.0,556.0,555.0,557.0
559.0,558.0,558.0,556.0,559.0
560.0,559.0,559.0,557.0,560.0
561.0,560.0,560.0,558.0,561.0
81.0,55.0,561.0,561.0,281.0
360.0,487.0,466.0,316.0,294.0
315.0,386.0,398.0,210.0,276.0
129.0,243.0,174.0,208.0,207.0
236.0,352.0,263.0,124.0,360.0
228.0,169.0,282.0,248.0,283.0
140.0,305.0,119.0,362.0,89.0
156.0,376.0,160.0,435.0,436.0
332.0,225.0,14.0,68.0,446.0
361.0,39.0,214.0,91.0,148.0
143.0,403.0,203.0,371.0,381.0
408.0,491.0,133.0,241.0,304.0
207.0,338.0,35.0,280.0,305.0
313.0,46.0,211.0,299.0,191.0
244.0,286.0,446.0,62.0,90.0
64.0,263.0,507.0,88.0,5.0
275.0,382.0,228.0,89.0,54.0
389.0,128.0,491.0,378.0,405.0
327.0,104.0,306.0,397.0,271.0
211.0,461.0,175.0,460.0,139.0
310.0,378.0,456.0,237.0,110.0
414.0,325.0,198.0,205.0,48.0
348.0,54.0,472.0,71.0,2.0
194.0,199.0,13.0,138.0,306.0
105.0,81.0,8.0,189.0,274.0
466.0,191.0,32.0,491.0,487.0
483.0,404.0,4.0,427.0,24.0
415.0,68.0,403.0,350.0,23.0
343.0,18.0,193.0,106.0,362.0
52.0,2.0,184.0,134.0,190.0
544.0,231.0,368.0,110.0,377.0
318.0,168.0,64.0,57.0,358.0
272.0,52.0,262.0,174.0,286.0
507.0,482.0,436.0,396.0,387.0
321.0,76.0,47.0,199.0,72.0
296.0,53.0,141.0,82.0,211.0
397.0,77.0,143.0,340.0,463.0
549.0,396.0,249.0,423.0,79.0
198.0,82.0,473.0,218.0,460.0
353.0,303.0,345.0,185.0,398.0
429.0,213.0,190.0,214.0,415.0
53.0,139.0,460.0,112.0,330.0
433.0,141.0,23.0,353.0,484.0
254.0,248.0,6.0,415.0,218.0
130.0,205.0,162.0,90.0,77.0
146.0,116.0,10.0,305.0,345.0
169.0,83.0,215.0,34.0,235.0
398.0,122.0,350.0,143.0,272.0
426.0,203.0,303.0,490.0,156.0
227.0,317.0,25.0,240.0,127.0
305.0,547.0,127.0,216.0,485.0
54.0,334.0,179.0,313.0,61.0
199.0,241.0,136.0,283.0,394.0
151.0,400.0,408.0,404.0,145.0
62.0,309.0,330.0,285.0,227.0
494.0,102.0,187.0,315.0,130.0
39.0,23.0,185.0,211.0,225.0
201.0,84.0,243.0,3.0,69.0
27.0,103.0,370.0,406.0,371.0
282.0,198.0,124.0,354.0,284.0
245.0,94.0,139.0,12.0,316.0
223.0,481.0,374.0,79.0,317.0
273.0,398.0,362.0,256.0,174.0
302.0,322.0,231.0,209.0,359.0
152.0,297.0,270.0,228.0,490.0
60.0,510.0,266.0,466.0,311.0
145.0,370.0,463.0,261.0,472.0
317.0,262.0,213.0,64.0,46.0
40.0,545.0,248.0,543.0,214.0
150.0,184.0,22.0,446.0,120.0
485.0,425.0,77.0,482.0,27.0
189.0,368.0,461.0,165.0,220.0
481.0,95.0,405.0,302.0,386.0
184.0,242.0,392.0,304.0,57.0
284.0,256.0,107.0,203.0,36.0
137.0,124.0,89.0,494.0,542.0
306.0,320.0,488.0,361.0,198.0
12.0,25.0,189.0,191.0,116.0
91.0,519.0,24.0,4.0,543.0
488.0,38.0,204.0,186.0,270.0
458.0,365.0,410.0,236.0,34.0
519.0,173.0,60.0,215.0,16.0
311.0,6.0,191.0,133.0,71.0
103.0,147.0,134.0,414.0,3.0
178.0,426.0,156.0,301.0,488.0
159.0,159.0,120.0,479.0,473.0
267.0,483.0,94.0,367.0,545.0
377.0,112.0,168.0,400.0,229.0
358.0,47.0,252.0,324.0,350.0
518.0,91.0,145.0,193.0,105.0
231.0,274.0,290.0,176.0,256.0
326.0,88.0,297.0,317.0,396.0
330.0,175.0,411.0,267.0,321.0
304.0,233.0,326.0,286.0,297.0
230.0,157.0,48.0,275.0,138.0
319.0,423.0,381.0,284.0,97.0
48.0,473.0,34.0,410.0,370.0
17.0,342.0,519.0,28.0,215.0
436.0,145.0,416.0,348.0,243.0
252.0,408.0,421.0,42.0,264.0
324.0,471.0,72.0,314.0,95.0
232.0,295.0,202.0,184.0,482.0
280.0,162.0,429.0,164.0,343.0
393.0,312.0,181.0,262.0,64.0
355.0,324.0,309.0,388.0,176.0
242.0,494.0,369.0,421.0,477.0
274.0,140.0,102.0,231.0,167.0
142.0,359.0,321.0,46.0,233.0
468.0,345.0,489.0,58.0,479.0
479.0,302.0,38.0,181.0,237.0
471.0,272.0,239.0,413.0,365.0
10.0,35.0,510.0,370.0,445.0
486.0,127.0,402.0,207.0,112.0
4.0,239.0,400.0,416.0,397.0
388.0,135.0,283.0,177.0,134.0
7.0,131.0,157.0,266.0,254.0
225.0,410.0,349.0,179.0,204.0
547.0,433.0,135.0,547.0,146.0
42.0,479.0,327.0,290.0,338.0
268.0,240.0,393.0,173.0,303.0
187.0,271.0,241.0,194.0,300.0
2.0,306.0,250.0,38.0,373.0
23.0,161.0,319.0,17.0,62.0
314.0,57.0,41.0,190.0,94.0
168.0,165.0,148.0,51.0,18.0
243.0,167.0,9.0,244.0,285.0
320.0,41.0,490.0,358.0,416.0
269.0,10.0,104.0,425.0,325.0
233.0,16.0,382.0,95.0,275.0
294.0,254.0,36.0,239.0,250.0
89.0,284.0,147.0,322.0,378.0
133.0,369.0,245.0,148.0,232.0
491.0,42.0,27.0,278.0,81.0
402.0,160.0,423.0,175.0,213.0
144.0,477.0,487.0,456.0,173.0
174.0,181.0,286.0,380.0,315.0
61.0,194.0,471.0,152.0,408.0
57.0,543.0,232.0,13.0,157.0
94.0,28.0,208.0,44.0,136.0
164.0,281.0,413.0,61.0,4.0
334.0,458.0,279.0,230.0,160.0
220.0,208.0,83.0,201.0,544.0
35.0,232.0,79.0,461.0,28.0
278.0,429.0,486.0,73.0,9.0
371.0,362.0,16.0,325.0,201.0
88.0,148.0,342.0,7.0,98.0
542.0,62.0,264.0,345.0,186.0
352.0,392.0,242.0,132.0,318.0
51.0,377.0,414.0,477.0,269.0
165.0,220.0,482.0,135.0,203.0
162.0,235.0,389.0,141.0,205.0
261.0,445.0,281.0,29.0,268.0
399.0,98.0,227.0,111.0,369.0
487.0,110.0,164.0,103.0,88.0
138.0,163.0,144.0,233.0,7.0
383.0,316.0,131.0,10.0,178.0
240.0,361.0,299.0,365.0,152.0
68.0,252.0,275.0,281.0,76.0
301.0,444.0,343.0,159.0,334.0
185.0,456.0,388.0,320.0,199.0
206.0,152.0,542.0,296.0,427.0
96.0,435.0,58.0,254.0,429.0
128.0,7.0,90.0,300.0,55.0
122.0,301.0,169.0,160.0,51.0
73.0,44.0,130.0,32.0,111.0
446.0,405.0,29.0,119.0,142.0
102.0,360.0,474.0,35.0,310.0
38.0,136.0,285.0,458.0,257.0
303.0,119.0,69.0,81.0,468.0
473.0,544.0,247.0,444.0,361.0
0.0,0.0,178.0,544.0,0.0
0.0,0.0,304.0,332.0,0.0
