50.0,11.0,69.0,87.0,88.0
139.0,53.0,72.0,142.0,56.0
76.0,23.0,45.0,169.0,49.0
183.0,131.0,77.0,17.0,15.0
162.0,20.0,146.0,156.0,41.0
5.0,132.0,85.0,40.0,129.0
39.0,83.0,174.0,26.0,10.0
82.0,78.0,134.0,141.0,135.0
150.0,9.0,121.0,73.0,66.0
138.0,8.0,159.0,110.0,42.0
16.0,116.0,180.0,167.0,65.0
80.0,122.0,54.0,149.0,98.0
46.0,37.0,43.0,31.0,186.0
97.0,28.0,4.0,34.0,108.0
123.0,164.0,181.0,111.0,120.0
29.0,74.0,58.0,133.0,143.0
163.0,7.0,119.0,48.0,166.0
168.0,67.0,35.0,173.0,104.0
147.0,99.0,81.0,6.0,113.0
25.0,13.0,158.0,30.0,100.0
51.0,47.0,38.0,145.0,185.0
126.0,79.0,1.0,165.0,64.0
75.0,95.0,137.0,102.0,118.0
61.0,33.0,125.0,62.0,157.0
90.0,130.0,107.0,178.0,55.0
127.0,112.0,21.0,117.0,152.0
71.0,18.0,52.0,27.0,101.0
59.0,170.0,22.0,93.0,171.0
86.0,177.0,96.0,14.0,128.0
161.0,63.0,115.0,151.0,12.0
36.0,179.0,94.0,154.0,70.0
160.0,175.0,91.0,103.0,24.0
89.0,32.0,148.0,84.0,124.0
2.0,105.0,172.0,155.0,182.0
68.0,60.0,3.0,44.0,114.0
144.0,140.0,19.0,57.0,109.0
176.0,106.0,92.0,153.0,136.0
11.0,69.0,87.0,88.0,50.0
53.0,72.0,142.0,56.0,139.0
23.0,45.0,169.0,49.0,76.0
131.0,77.0,17.0,15.0,183.0
20.0,146.0,156.0,41.0,162.0
132.0,85.0,40.0,129.0,5.0
83.0,174.0,26.0,10.0,39.0
78.0,134.0,141.0,135.0,82.0
9.0,121.0,73.0,66.0,150.0
8.0,159.0,110.0,42.0,138.0
116.0,180.0,167.0,65.0,16.0
122.0,54.0,149.0,98.0,80.0
37.0,43.0,31.0,186.0,46.0
28.0,4.0,34.0,108.0,97.0
164.0,181.0,111.0,120.0,123.0
74.0,58.0,133.0,143.0,29.0
7.0,119.0,48.0,166.0,163.0
67.0,35.0,173.0,104.0,168.0
99.0,81.0,6.0,113.0,147.0
13.0,158.0,30.0,100.0,25.0
47.0,38.0,145.0,185.0,51.0
79.0,1.0,165.0,64.0,126.0
95.0,137.0,102.0,118.0,75.0
33.0,125.0,62.0,157.0,61.0
130.0,107.0,178.0,55.0,90.0
112.0,21.0,117.0,152.0,127.0
18.0,52.0,27.0,101.0,71.0
170.0,22.0,93.0,171.0,59.0
177.0,96.0,14.0,128.0,86.0
63.0,115.0,151.0,12.0,161.0
179.0,94.0,154.0,70.0,36.0
175.0,91.0,103.0,24.0,160.0
32.0,148.0,84.0,124.0,89.0
105.0,172.0,155.0,182.0,2.0
60.0,3.0,44.0,114.0,68.0
140.0,19.0,57.0,109.0,144.0
106.0,92.0,153.0,136.0,176.0
69.0,87.0,88.0,50.0,11.0
72.0,142.0,56.0,139.0,53.0
45.0,169.0,49.0,76.0,23.0
77.0,17.0,15.0,183.0,131.0
146.0,156.0,41.0,162.0,20.0
85.0,40.0,129.0,5.0,132.0
174.0,26.0,10.0,39.0,83.0
134.0,141.0,135.0,82.0,78.0
121.0,73.0,66.0,150.0,9.0
159.0,110.0,42.0,138.0,8.0
180.0,167.0,65.0,16.0,116.0
54.0,149.0,98.0,80.0,122.0
43.0,31.0,186.0,46.0,37.0
4.0,34.0,108.0,97.0,28.0
181.0,111.0,120.0,123.0,164.0
58.0,133.0,143.0,29.0,74.0
119.0,48.0,166.0,163.0,7.0
35.0,173.0,104.0,168.0,67.0
81.0,6.0,113.0,147.0,99.0
158.0,30.0,100.0,25.0,13.0
38.0,145.0,185.0,51.0,47.0
1.0,165.0,64.0,126.0,79.0
137.0,102.0,118.0,75.0,95.0
125.0,62.0,157.0,61.0,33.0
107.0,178.0,55.0,90.0,130.0
21.0,117.0,152.0,127.0,112.0
52.0,27.0,101.0,71.0,18.0
22.0,93.0,171.0,59.0,170.0
96.0,14.0,128.0,86.0,177.0
115.0,151.0,12.0,161.0,63.0
94.0,154.0,70.0,36.0,179.0
91.0,103.0,24.0,160.0,175.0
148.0,84.0,124.0,89.0,32.0
172.0,155.0,182.0,2.0,105.0
3.0,44.0,114.0,68.0,60.0
19.0,57.0,109.0,144.0,140.0
92.0,153.0,136.0,176.0,106.0
87.0,88.0,50.0,11.0,69.0
142.0,56.0,139.0,53.0,72.0
169.0,49.0,76.0,23.0,45.0
17.0,15.0,183.0,131.0,77.0
156.0,41.0,162.0,20.0,146.0
40.0,129.0,5.0,132.0,85.0
26.0,10.0,39.0,83.0,174.0
141.0,135.0,82.0,78.0,134.0
73.0,66.0,150.0,9.0,121.0
110.0,42.0,138.0,8.0,159.0
167.0,65.0,16.0,116.0,180.0
149.0,98.0,80.0,122.0,54.0
31.0,186.0,46.0,37.0,43.0
34.0,108.0,97.0,28.0,4.0
111.0,120.0,123.0,164.0,181.0
133.0,143.0,29.0,74.0,58.0
48.0,166.0,163.0,7.0,119.0
173.0,104.0,168.0,67.0,35.0
6.0,113.0,147.0,99.0,81.0
30.0,100.0,25.0,13.0,158.0
145.0,185.0,51.0,47.0,38.0
165.0,64.0,126.0,79.0,1.0
102.0,118.0,75.0,95.0,137.0
62.0,157.0,61.0,33.0,125.0
178.0,55.0,90.0,130.0,107.0
117.0,152.0,127.0,112.0,21.0
27.0,101.0,71.0,18.0,52.0
93.0,171.0,59.0,170.0,22.0
14.0,128.0,86.0,177.0,96.0
151.0,12.0,161.0,63.0,115.0
154.0,70.0,36.0,179.0,94.0
103.0,24.0,160.0,175.0,91.0
84.0,124.0,89.0,32.0,148.0
155.0,182.0,2.0,105.0,172.0
44.0,114.0,68.0,60.0,3.0
57.0,109.0,144.0,140.0,19.0
153.0,136.0,176.0,106.0,92.0
