  -1.5791158e+00  -9.5097437e-02  -4.8999051e-01  -1.6661052e-01  -4.2010880e-01  -2.7012032e-01  -7.4003469e-01  -6.1847678e-01   3.1764195e-01  -1.0159718e+00  -4.6107211e-01   2.5612388e-01  -6.3484303e-01   1.5254842e+00  -1.0072183e+00  -8.1447930e-01  -1.1464276e+00   3.6140579e-01  -8.3798252e-02  -2.3288009e-01  -1.3479008e-01  -3.9109249e-01  -2.9355221e-01  -2.0352324e-01  -4.1636722e-01  -1.5675587e-01  -1.2543193e+00   7.6799896e-02  -1.6503949e-01  -7.3811296e-01   8.6838196e-01  -2.0162465e-01  -5.8101362e-01  -5.6063544e-01  -7.6462000e-01  -9.6962550e-01  -1.5050869e+00  -6.2936815e-01  -1.1082988e+00  -1.6046904e-01  -3.2297020e-01
  -1.1201787e+00  -6.0295050e-01  -4.8999051e-01  -1.6661052e-01  -4.2010880e-01  -2.7012032e-01  -7.4003469e-01  -6.8409024e-01  -1.9164720e-01  -4.5272943e-01  -4.6107211e-01   2.5612388e-01  -1.7390113e+00   5.3785512e-02  -1.3076455e+00  -5.9012534e-01  -5.2269548e-01   4.2775628e-01  -8.3798252e-02  -2.3288009e-01  -1.3479008e-01  -1.3966311e+00  -8.4720395e-02  -2.0352324e-01  -4.1636722e-01  -1.5675587e-01  -7.2557793e-03  -1.2760103e+00  -1.6503949e-01  -7.3811296e-01  -5.3722225e-01  -2.0162465e-01  -5.8101362e-01  -5.6063544e-01  -7.6462000e-01  -6.0347985e-01  -9.2011411e-01  -6.2936815e-01  -1.1050781e+00  -1.6046904e-01  -3.2297020e-01
  -1.5553462e+00   3.9848465e-01  -4.8999051e-01  -1.6661052e-01  -4.2010880e-01  -2.7012032e-01  -7.4003469e-01  -1.1324488e+00   3.1764195e-01   1.2369978e+00  -4.6107211e-01   2.5612388e-01  -3.3868626e-01   1.5700040e+00  -8.9092388e-01  -8.1447930e-01  -9.2535387e-02   6.9315825e-01  -8.3798252e-02  -2.3288009e-01  -1.3479008e-01  -1.5210277e+00  -2.9355221e-01  -2.0352324e-01  -4.1636722e-01  -1.5675587e-01  -1.2100972e+00  -4.2750769e-02  -1.6503949e-01  -7.3811296e-01   1.0601203e+00  -2.0162465e-01  -5.8101362e-01  -5.6063544e-01   3.0916588e-02  -8.4257496e-01  -2.2001366e-01  -6.2936815e-01  -8.2810245e-01  -1.6046904e-01  -3.2297020e-01
  -3.2594472e+00  -7.8447961e-02  -4.8999051e-01  -1.6661052e-01  -4.2010880e-01  -2.7012032e-01  -7.4003469e-01  -1.8651324e+00  -7.0093635e-01   1.1051296e-01  -4.6107211e-01   2.5612388e-01  -2.3570032e+00  -5.5041230e-01  -3.6001526e+00  -8.1447930e-01   2.0367571e+00   1.1907869e+00  -8.3798252e-02  -2.3288009e-01  -1.3479008e-01  -2.2259414e+00  -2.9355221e-01  -2.0352324e-01  -4.1636722e-01  -1.5675587e-01  -3.5450245e+00   6.7590529e+00  -1.6503949e-01  -3.5265119e-02  -6.3690711e-01  -2.0162465e-01  -5.8101362e-01  -5.6063544e-01   3.0916588e-02  -8.7258690e-01   3.7985629e+00  -6.2936815e-01  -1.5616049e+00  -1.6046904e-01  -3.2297020e-01
  -9.9950206e-01   5.2463306e-01  -4.8999051e-01  -1.6661052e-01  -4.2010880e-01  -2.7012032e-01  -7.4003469e-01  -8.3718830e-01   3.1764195e-01   1.2369978e+00  -4.6107211e-01  -9.5978565e-02  -4.7665152e-02   1.7836993e+00  -4.4082149e-01  -3.6577138e-01  -2.0007541e-01   5.2728202e-01  -8.3798252e-02  -2.3288009e-01  -1.3479008e-01  -1.0545407e+00  -2.9355221e-01  -2.0352324e-01  -4.1636722e-01  -1.5675587e-01  -1.0199421e+00  -4.9979275e-03  -1.6503949e-01   1.3176737e-01   1.3925622e+00  -2.0162465e-01  -5.8101362e-01  -5.6063544e-01  -7.6462000e-01  -5.6746553e-01  -2.3868301e-01  -6.2936815e-01  -5.0442740e-01  -1.6046904e-01  -3.2297020e-01
  -9.9950206e-01   5.5476069e-01  -4.8999051e-01  -1.6661052e-01  -4.2010880e-01  -2.7012032e-01  -7.4003469e-01  -9.2467290e-01   3.1764195e-01   1.2369978e+00  -4.6107211e-01  -1.0117565e-01  -2.8048204e-01   1.4898683e+00  -5.9695749e-01  -5.9012534e-01   1.5004636e-02   5.9363251e-01  -8.3798252e-02  -2.3288009e-01  -1.3479008e-01  -1.2411355e+00  -2.9355221e-01  -2.0352324e-01  -4.1636722e-01  -1.5675587e-01  -1.0420531e+00  -4.2750769e-02  -1.6503949e-01   1.2571486e-01   9.9096095e-01  -2.0162465e-01  -5.8101362e-01  -5.6063544e-01  -7.6462000e-01  -5.6746553e-01  -3.7604131e-03  -6.2936815e-01  -5.8413842e-01  -1.6046904e-01  -3.2297020e-01
   3.9742195e-01   1.9809777e+00   1.9379254e-01  -1.6661052e-01  -4.2010880e-01  -2.7012032e-01  -7.4003469e-01  -2.8383987e+00  -7.0093635e-01   6.7375536e-01  -4.6107211e-01   2.5612388e-01  -1.0354250e+00  -7.9972340e-01  -3.0191430e-01  -8.1447930e-01   1.6926290e+00   7.2633349e-01  -8.3798252e-02  -2.3288009e-01  -1.3479008e-01  -1.1789372e+00  -2.9355221e-01  -2.0352324e-01  -4.1636722e-01  -1.5675587e-01  -9.5360892e-01   2.8138809e+00  -1.6503949e-01   8.0653828e-01  -8.9112735e-01  -2.0162465e-01  -5.8101362e-01  -5.6063544e-01   3.0916588e-02   7.9407605e-01   3.1498031e+00  -6.2936815e-01   5.4228298e-01  -1.6046904e-01  -3.2297020e-01
  -4.7108447e-01   9.0845194e-01  -4.8999051e-01  -1.6661052e-01  -4.2010880e-01  -2.7012032e-01  -7.4003469e-01  -5.9660563e-01   8.2693110e-01   1.1051296e-01  -4.6107211e-01   2.0545231e-01  -1.0073371e-01   1.4211806e+00  -1.6300710e-01   3.0729049e-01  -7.1626752e-01   3.6140579e-01  -8.3798252e-02  -2.3288009e-01  -1.3479008e-01  -6.1915280e-01  -2.9355221e-01  -2.0352324e-01  -4.1636722e-01  -1.5675587e-01  -4.2736582e-01  -4.9979275e-03  -1.6503949e-01   1.9624343e-01   5.8220533e-01  -2.0162465e-01  -5.8101362e-01  -5.6063544e-01  -7.6462000e-01  -5.3945439e-01  -6.4629704e-01  -6.2936815e-01  -5.4710097e-01  -1.6046904e-01  -3.2297020e-01
  -3.4126561e-01   2.4564422e-01  -4.8999051e-01  -1.6661052e-01  -4.2010880e-01  -2.7012032e-01   1.5891361e-01   8.0314808e-01   3.1764195e-01  -1.0159718e+00  -4.6107211e-01   2.5612388e-01  -8.6765991e-01  -6.0510811e-01  -4.2789989e-01  -8.1447930e-01  -9.7436358e-01  -5.3432586e-01  -8.3798252e-02  -2.3288009e-01  -1.3479008e-01   9.2543750e-01  -8.4720395e-02  -2.0352324e-01  -4.1636722e-01  -1.5675587e-01  -1.7972201e-01   2.6556410e-01  -1.6503949e-01  -7.3811296e-01  -7.6282483e-01  -2.0162465e-01  -5.8101362e-01  -5.6063544e-01  -7.6462000e-01  -2.9235610e-01  -9.9790304e-01  -6.2936815e-01  -5.5595775e-01  -1.6046904e-01  -3.2297020e-01
   4.7055933e-01   7.1561753e-01  -4.8999051e-01  -1.6661052e-01   8.5321904e-03  -2.7012032e-01   1.5891361e-01   4.5320965e-01  -7.0093635e-01   1.2369978e+00   5.0152237e-01  -1.4199357e+00   1.0539069e-02  -1.1793387e-01   2.3863929e-01   9.8035237e-01   1.1979449e+00  -1.3622291e-01  -8.3798252e-02   2.9169725e+00  -1.3479008e-01  -4.1182524e-01  -8.4720395e-02  -2.0352324e-01  -4.1636722e-01  -1.5675587e-01   4.7476522e-01   3.9047054e-02  -1.6503949e-01   1.8643827e+00  -4.5661584e-01  -2.0162465e-01   7.6678837e-02   3.1887443e-01   3.0916588e-02  -3.0251844e-02   1.4648947e+00   2.8773599e-01   6.1601367e-02  -1.6046904e-01  -3.2297020e-01
