-1.5791158,-0.095097437,-0.48999051,-0.16661052,-0.4201088,-0.27012032,-0.74003469,-0.61847678,0.31764195,-1.0159718,-0.46107211,0.25612388,-0.63484303,1.5254842,-1.0072183,-0.8144793,-1.1464276,0.36140579,-0.083798252,-0.23288009,-0.13479008,-0.39109249,-0.29355221,-0.20352324,-0.41636722,-0.15675587,-1.2543193,0.076799896,-0.16503949,-0.73811296,0.86838196,-0.20162465,-0.58101362,-0.56063544,-0.76462,-0.9696255,-1.5050869,-0.62936815,-1.1082988,-0.16046904,-0.3229702
-1.1201787,-0.6029505,-0.48999051,-0.16661052,-0.4201088,-0.27012032,-0.74003469,-0.68409024,-0.1916472,-0.45272943,-0.46107211,0.25612388,-1.7390113,0.053785512,-1.3076455,-0.59012534,-0.52269548,0.42775628,-0.083798252,-0.23288009,-0.13479008,-1.3966311,-0.084720395,-0.20352324,-0.41636722,-0.15675587,-0.0072557793,-1.2760103,-0.16503949,-0.73811296,-0.53722225,-0.20162465,-0.58101362,-0.56063544,-0.76462,-0.60347985,-0.92011411,-0.62936815,-1.1050781,-0.16046904,-0.3229702
-1.5553462,0.39848465,-0.48999051,-0.16661052,-0.4201088,-0.27012032,-0.74003469,-1.1324488,0.31764195,1.2369978,-0.46107211,0.25612388,-0.33868626,1.570004,-0.89092388,-0.8144793,-0.092535387,0.69315825,-0.083798252,-0.23288009,-0.13479008,-1.5210277,-0.29355221,-0.20352324,-0.41636722,-0.15675587,-1.2100972,-0.042750769,-0.16503949,-0.73811296,1.0601203,-0.20162465,-0.58101362,-0.56063544,0.030916588,-0.84257496,-0.22001366,-0.62936815,-0.82810245,-0.16046904,-0.3229702
-3.2594472,-0.078447961,-0.48999051,-0.16661052,-0.4201088,-0.27012032,-0.74003469,-1.8651324,-0.70093635,0.11051296,-0.46107211,0.25612388,-2.3570032,-0.5504123,-3.6001526,-0.8144793,2.0367571,1.1907869,-0.083798252,-0.23288009,-0.13479008,-2.2259414,-0.29355221,-0.20352324,-0.41636722,-0.15675587,-3.5450245,6.7590529,-0.16503949,-0.035265119,-0.63690711,-0.20162465,-0.58101362,-0.56063544,0.030916588,-0.8725869,3.7985629,-0.62936815,-1.5616049,-0.16046904,-0.3229702
-0.99950206,0.52463306,-0.48999051,-0.16661052,-0.4201088,-0.27012032,-0.74003469,-0.8371883,0.31764195,1.2369978,-0.46107211,-0.095978565,-0.047665152,1.7836993,-0.44082149,-0.36577138,-0.20007541,0.52728202,-0.083798252,-0.23288009,-0.13479008,-1.0545407,-0.29355221,-0.20352324,-0.41636722,-0.15675587,-1.0199421,-0.0049979275,-0.16503949,0.13176737,1.3925622,-0.20162465,-0.58101362,-0.56063544,-0.76462,-0.56746553,-0.23868301,-0.62936815,-0.5044274,-0.16046904,-0.3229702
-0.99950206,0.55476069,-0.48999051,-0.16661052,-0.4201088,-0.27012032,-0.74003469,-0.9246729,0.31764195,1.2369978,-0.46107211,-0.10117565,-0.28048204,1.4898683,-0.59695749,-0.59012534,0.015004636,0.59363251,-0.083798252,-0.23288009,-0.13479008,-1.2411355,-0.29355221,-0.20352324,-0.41636722,-0.15675587,-1.0420531,-0.042750769,-0.16503949,0.12571486,0.99096095,-0.20162465,-0.58101362,-0.56063544,-0.76462,-0.56746553,-0.0037604131,-0.62936815,-0.58413842,-0.16046904,-0.3229702
0.39742195,1.9809777,0.19379254,-0.16661052,-0.4201088,-0.27012032,-0.74003469,-2.8383987,-0.70093635,0.67375536,-0.46107211,0.25612388,-1.035425,-0.7997234,-0.3019143,-0.8144793,1.692629,0.72633349,-0.083798252,-0.23288009,-0.13479008,-1.1789372,-0.29355221,-0.20352324,-0.41636722,-0.15675587,-0.95360892,2.8138809,-0.16503949,0.80653828,-0.89112735,-0.20162465,-0.58101362,-0.56063544,0.030916588,0.79407605,3.1498031,-0.62936815,0.54228298,-0.16046904,-0.3229702
-0.47108447,0.90845194,-0.48999051,-0.16661052,-0.4201088,-0.27012032,-0.74003469,-0.59660563,0.8269311,0.11051296,-0.46107211,0.20545231,-0.10073371,1.4211806,-0.1630071,0.30729049,-0.71626752,0.36140579,-0.083798252,-0.23288009,-0.13479008,-0.6191528,-0.29355221,-0.20352324,-0.41636722,-0.15675587,-0.42736582,-0.0049979275,-0.16503949,0.19624343,0.58220533,-0.20162465,-0.58101362,-0.56063544,-0.76462,-0.53945439,-0.64629704,-0.62936815,-0.54710097,-0.16046904,-0.3229702
-0.34126561,0.24564422,-0.48999051,-0.16661052,-0.4201088,-0.27012032,0.15891361,0.80314808,0.31764195,-1.0159718,-0.46107211,0.25612388,-0.86765991,-0.60510811,-0.42789989,-0.8144793,-0.97436358,-0.53432586,-0.083798252,-0.23288009,-0.13479008,0.9254375,-0.084720395,-0.20352324,-0.41636722,-0.15675587,-0.17972201,0.2655641,-0.16503949,-0.73811296,-0.76282483,-0.20162465,-0.58101362,-0.56063544,-0.76462,-0.2923561,-0.99790304,-0.62936815,-0.55595775,-0.16046904,-0.3229702
0.47055933,0.71561753,-0.48999051,-0.16661052,0.0085321904,-0.27012032,0.15891361,0.45320965,-0.70093635,1.2369978,0.50152237,-1.4199357,0.010539069,-0.11793387,0.23863929,0.98035237,1.1979449,-0.13622291,-0.083798252,2.9169725,-0.13479008,-0.41182524,-0.084720395,-0.20352324,-0.41636722,-0.15675587,0.47476522,0.039047054,-0.16503949,1.8643827,-0.45661584,-0.20162465,0.076678837,0.31887443,0.030916588,-0.030251844,1.4648947,0.28773599,0.061601367,-0.16046904,-0.3229702
0.23286284,-0.050610742,-0.48999051,-0.16661052,-0.4201088,-0.27012032,0.15891361,1.732672,-0.70093635,0.11051296,-0.46107211,-0.13625597,-0.1931757,-0.91801898,0.13203609,0.30729049,0.10103665,-1.098305,-0.083798252,-0.23288009,-0.13479008,0.41748499,0.33294323,-0.20352324,-0.41636722,-0.15675587,0.51898732,0.032754914,-0.16503949,0.16278649,-0.6970042,-0.20162465,0.076678837,-0.56063544,-0.76462,-0.15129999,-0.090884024,-0.62936815,-0.16303878,-0.16046904,-0.3229702
